STATUS,AGENDA_DATE,ITEM_NUMBER,REQUEST_TYPE,POSTING_LANGUAGE,LEAD_DEPT,SUB-DEPTS,TAGS,ATTACHMENTS,ITEM_TYPE,CURRENT_STATUS,CURRENT_STATUS_UPDATED,PERSONAL_TAG
Open,08/28/2025 12:00:00 AM,095,Resolution,"Approve a resolution initiating an amendment to the East 11th and 12th Street
Urban Renewal Plan and initiating rezoning on Block 16, between East 11th and
Juniper Streets and within the East 11th Street Neighborhood Conservation
Combining District (NCCD), to allow tiered height stepbacks.",Planning,"Planning,Housing",Zoning,https://www.austintexas.gov/department/city-council/2025/20250828-reg.htm#095,Item,,,
Open,08/28/2025 12:00:00 AM,096,Resolution,"Approve a resolution related to the welfare of animals at dog boarding
facilities and anti-dig protections and other safety measures at dog boarding
facilities.",Development Services Department,"Development Services Department,Animal Services",,https://www.austintexas.gov/department/city-council/2025/20250828-reg.htm#096,Item,,,
Open,08/28/2025 12:00:00 AM,098,Resolution,"Approve a resolution related to the nomination of certain Austin City Council
members to serve in leadership positions on the National League of Cities
committees.",Intergovernmental Relations,,,https://www.austintexas.gov/department/city-council/2025/20250828-reg.htm#098,Item,,,
Open,09/11/2025 12:00:00 AM,041,Resolution,"Approve a resolution relating to the preservation, creation or enhancement of
naturally occurring affordable housing (NOAH) and funding mechanisms to prevent
the net loss of affordable housing, directing the City Manager to prepare a City
Code amendment to change the relocation assistance requirements for residents of
existing multi-family property that will be redeveloped because of a density
bonus program.",Housing,Planning,,https://www.austintexas.gov/department/city-council/2025/20250911-reg.htm#041,Item,,,
Open,09/11/2025 12:00:00 AM,046,Resolution,"Approve a resolution directing the City Manager to bring an ordinance for
consideration extending the term of City of Austin Homestead Preservation
District Zone Number One an additional ten years and increasing the portion of
the tax increment from the zone to fund affordable housing from 20 percent to 40
percent.",Housing,"Budget and Operational Excellence,Financial Services",,https://www.austintexas.gov/department/city-council/2025/20250911-reg.htm#046,Item,,,
Open,09/11/2025 12:00:00 AM,047,Resolution,"Approve a resolution directing the City Manager to bring one or more ordinances
for consideration designating new homestead preservation districts in areas
meeting the eligibility criteria under Chapter 373A of the Texas Local
Government Code and to study the feasibility of establishing homestead
preservation reinvestment zones in those districts.",Housing,"Budget and Operational Excellence,Financial Services",,https://www.austintexas.gov/department/city-council/2025/20250911-reg.htm#047,Item,,,
Open,10/09/2025 12:00:00 AM,023,Ordinance,"Approve an ordinance waiving the requirements of City Code Chapter 14-1, Article
4 (Approval of a Name for a Public Facility or Property); renaming Shadywood
Neighborhood Park, located at 7506 Shadywood Drive, as “Guitarland Neighborhood
Park”; directing the City Manager to update relevant documentation, maps, and
signage; and directing the installation of a sign commemorating Guitarland
Neighborhood Park.",Austin Parks and Recreation,"Austin Parks and Recreation,Communications and Technology Management",Parkland,https://www.austintexas.gov/department/city-council/2025/20251009-reg.htm#023,Item,,,
Open,10/09/2025 12:00:00 AM,024,Resolution,"Approve a resolution directing the City Manager to analyze ways to minimize
barriers to and encourage accessibility of coffee shops, cafes, and coffee
trucks in residential areas of the City and initiating amendments to City Code
Title 25 (Land Development) to the extent necessary to carry out the goal of the
resolution. Council Sponsors: Council Member Ryan Alter, Council Member José
Velásquez, Council Member Paige Ellis, Council Member Mike Siegel.",Development Services Department,Development Services Department,"Zoning,Local Business",https://www.austintexas.gov/department/city-council/2025/20251009-reg.htm#024,Item,,,
Open,08/13/2025 12:00:00 AM,011,Resolution,"Approve a resolution directing the City Manager to provide to Council a publicly
posted monthly report concerning overtime use by sworn employees in the Austin
Police Department, Austin Fire Department, and Austin-Travis County Emergency
Medical Services Department.",Austin Police Department,"Emergency Medical Services,Austin Fire Department,Financial Services",,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#011,Item,"APD is actively working with other City partners to produce the requested
information.",10/07/2025 08:39:26 PM,"[""SERVICES""]"
Open,08/14/2024 12:00:00 AM,014,Resolution,"Approve a resolution directing the City Manager to identify funding or other
resources capable of providing small grants to community-based organizations in
pursuit of the goals set forth in Resolution Nos. 20071213-058, 20210902-048,
and 20240418-076 regarding the African American Cultural Heritage District","Office of Arts, Culture, Music and Entertainment",,"Culture,Equity",https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#014,Item,"Staff are working to identify available funding for community-based
organizations. Staff have conducted community engagements and have engaged
consultants that will assist in the development of a strategic planning
framework for the African-American Cultural Heritage District. The framework is
expected in fall of 2025.",06/20/2025 04:25:30 PM,"[""CREATIVE"",""SERVICES""]"
Open,08/13/2025 12:00:00 AM,014,Resolution,"Approve a resolution directing the City Manager to explore ways to expand the
childcare fee waiver program to include new childcare facilities.",Economic Development Department,Financial Services,,https://www.austintexas.gov/department/city-council/2025/20250813-reg.htm#014,Item,"Childcare Fee Waiver Program Update In May 2025, the Economic Development
Department (EDD) provided the Economic Opportunity Committee an update on the
childcare fee waiver program, outlining three new categories for waivers: (1)
Conditional Use Permits, (2) Expansion of High-Quality Childcare Programs, and
(3) Annual Fire Inspections for High-Quality Childcare Programs. At that
meeting, Mayor Pro Tem Fuentes expressed interest in expanding waivers to also
support construction of new childcare programs. During the budget process, EDD
staff collaborated with District 2 to advance Resolution 08132025-004, granting
authority to expand waivers to construction costs. Council approved the item,
and on August 26, 2025, EDD briefed District 2 on the recommendation to create a
new waiver category specifically for construction of new childcare programs.
District 2 staff supported the recommendation and will brief the Councilwoman
for feedback. EDD anticipates issuing a memo response to Mayor and Council by
Friday, September 19. In the meantime, staff are finalizing the program
application, updating the website, and preparing marketing materials, with full
program implementation planned for October.",09/02/2025 09:06:27 PM,"[""CREATIVE"",""SERVICES""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
,,,,,,,,,,,,"[""OTHER""]"
